ID,Departure City,Arrival City,Departure Coordinates,Arrival Coordinates,Train CO2,Train Energy Resource Consumption,Train Products,Train Duration,Car CO2,Car Energy Resource Consumption,Car Products,Car Duration,Flight CO2,Flight Energy Resource Consumption,Flight Products,Flight Duration,Departure Country,Arrival Country,Departure Region,Arrival Region,train_flight_duration_delta,train_market_share,flight_market_share,avg_co2,avg_erc,avg_co2_w,avg_erc_w,distance
Vienna to Helsinki,Vienna,Helsinki,"{16.34167, 48.206947}","{24.941111, 60.172218}",240.8,134.3,"ICE   26, ICE  584, EN   346, Transfer, ShiVikLi, 77948, IC   948",46.05,180.3,80.1,Car,14.216666666666667,141.4,59.5,"Car, Aircraft, Car",4.6,Austria,Finland,Western Europe,Northern Europe,41.449999999999996,0.0,1.0,187.5,91.3,141.4,59.5,1568.3367107876948
Vienna to Osijek,Vienna,Osijek,"{16.34167, 48.206947}","{18.683333, 45.552774}",21.0,18.8,"RJX  267, IC   812, RE  8124, RE  6211",8.266666666666667,48.4,21.5,Car,4.783333333333333,132.7,56.5,"Car, Aircraft, Car",5.45,Austria,Croatia,Western Europe,Eastern Europe,2.8166666666666673,0.0,1.0,67.36666666666666,32.266666666666666,132.7,56.5,383.4028179132837
Vienna to Paris,Vienna,Paris,"{16.34167, 48.206947}","{48.858395, 2.294254}",24.9,27.8,"RJX  262, ICE  596, ICE 9572",9.683333333333334,128.9,57.2,Car,10.166666666666666,176.2,74.1,"Car, Aircraft, Car",4.25,Austria,France,Western Europe,Western Europe,5.433333333333334,0.0,1.0,110.0,53.03333333333333,176.2,74.1,5489.868417861357
Vienna to Nantes,Vienna,Nantes,"{16.34167, 48.206947}","{47.217504, -1.541947}",27.3,38.3,"RJX  262, ICE  596, ICE 9572, Transfer, TGV 8135",13.4,167.5,74.4,Car,13.2,242.9,102.6,"Car, Aircraft, Car",9.966666666666667,Austria,France,Western Europe,Western Europe,3.4333333333333336,0.0,1.0,145.9,71.76666666666667,242.9,102.6,5684.68329049209
Vienna to Lyon,Vienna,Lyon,"{16.34167, 48.206947}","{4.863775, 45.702291}",20.1,22.1,"RJX  260, Walk, EC   194, IC   722, TER96574",12.783333333333333,119.4,53.0,Car,10.416666666666666,156.5,65.8,"Car, Aircraft, Car",3.9,Austria,France,Western Europe,Western Europe,8.883333333333333,0.0,1.0,98.66666666666667,46.96666666666666,156.5,65.8,1305.2055406034726
Vienna to Berlin,Vienna,Berlin,"{16.34167, 48.206947}","{52.520555, 13.386943}",25.9,14.6,"ICE   94, ICE  800",7.916666666666667,68.2,30.3,Car,5.95,116.0,48.8,"Car, Aircraft, Car",3.2333333333333334,Austria,Germany,Western Europe,Western Europe,4.683333333333334,0.0,1.0,70.03333333333333,31.23333333333333,116.0,48.8,5043.967442514653
Vienna to Stockholm,Vienna,Stockholm,"{16.34167, 48.206947}","{18.05763, 59.33001}",54.8,44.1,"ICE   26, ICE  584, EN   346",22.616666666666667,155.5,69.0,Car,12.25,128.7,54.2,"Car, Aircraft, Car",4.9,Austria,Sweden,Western Europe,Northern Europe,17.71666666666667,0.0,1.0,113.0,55.76666666666667,128.7,54.2,1196.6082404424662
Vienna to Budapest,Vienna,Budapest,"{16.34167, 48.206947}","{18.949998, 47.499999}",8.5,7.8,RJX  267,2.3666666666666667,30.3,13.4,Car,2.9833333333333334,111.5,47.0,"Car, Aircraft, Car",2.9,Austria,Hungary,Western Europe,Eastern Europe,-0.5333333333333332,0.30929114074074066,0.6907088592592594,50.1,22.733333333333334,79.64301250370372,34.875787282962975,299.5485607163258
Vienna to Bucuresti,Vienna,Bucuresti,"{16.34167, 48.206947}","{26.102778, 44.43528}",60.8,41.3,"EN 50237, IC   375, 1822",20.633333333333333,111.8,49.7,Car,9.766666666666667,142.7,60.0,"Car, Aircraft, Car",3.3833333333333333,Austria,Romania,Western Europe,Eastern Europe,17.25,0.0,1.0,105.09999999999998,50.333333333333336,142.7,60.0,1153.411533639569
Vienna to Rome,Vienna,Rome,"{16.34167, 48.206947}","{41.900555, 12.501388}",39.6,25.8,"RJ   131, FR  9425",11.716666666666667,100.2,44.5,Car,8.75,147.2,61.9,"Car, Aircraft, Car",3.783333333333333,Austria,Italy,Western Europe,Southern Europe,7.933333333333334,0.0,1.0,95.66666666666667,44.06666666666666,147.2,61.9,4429.520748099024
Vienna to Istanbul,Vienna,Istanbul,"{16.34167, 48.206947}","{41.014722, 28.976665}",104.0,62.5,"RJX   61, 79, 1095, 463, 465, 493",41.9,159.6,70.9,Car,12.583333333333334,121.5,51.1,"Car, Aircraft, Car",4.166666666666667,Austria,Turkey,Western Europe,Eastern Europe,37.733333333333334,0.0,1.0,128.36666666666667,61.5,121.5,51.1,3306.69934261467
Vienna to London,Vienna,London,"{16.34167, 48.206947}","{-0.122918, 51.530888}",41.5,28.0,"ICE  228, ICE   14, ES  9157",13.45,154.4,68.6,Car,12.166666666666666,120.8,50.8,"Car, Aircraft, Car",4.366666666666666,Austria,United Kingdom,Western Europe,British Isles,9.083333333333332,0.0,1.0,105.56666666666666,49.133333333333326,120.8,50.8,1866.7244955639826
Vienna to Graz,Vienna,Graz,"{16.34167, 48.206947}","{47.07222, 15.416392}",3.3,3.2,"RJ   131, 4027",2.9,20.1,8.9,Car,1.9833333333333334,84.9,35.8,"Car, Aircraft, Car",2.5833333333333335,Austria,Austria,Western Europe,Western Europe,0.31666666666666643,0.0,1.0,36.1,15.966666666666667,84.9,35.8,4551.905850984933
Vienna to Kyiv,Vienna,Kyiv,"{16.34167, 48.206947}","{50.434357, 30.513973}",88.9,52.9,"RJ    74, EC   130, 52",19.4,132.0,58.6,Car,10.416666666666666,108.1,45.6,"Car, Aircraft, Car",4.366666666666666,Austria,Ukraine,Western Europe,Eastern Europe,15.033333333333331,0.0,1.0,109.66666666666667,52.36666666666667,108.1,45.6,4108.020849096444
Vienna to Hamburg,Vienna,Hamburg,"{16.34167, 48.206947}","{9.997497, 53.557218}",30.3,16.6,"ICE  228, ICE  880",9.266666666666667,97.0,43.1,Car,8.466666666666667,143.2,60.2,"Car, Aircraft, Car",3.5,Austria,Germany,Western Europe,Western Europe,5.7666666666666675,0.0,1.0,90.16666666666667,39.96666666666667,143.2,60.2,912.5758260479062
Vienna to Barcelona,Vienna,Barcelona,"{16.34167, 48.206947}","{41.38444, 2.185278}",20.3,39.1,"EN 40462, IC   710, TER96562, AVI 9742",19.983333333333334,168.8,75.0,Car,13.3,131.8,55.4,"Car, Aircraft, Car",4.383333333333334,Austria,Spain,Western Europe,Southern Europe,15.600000000000001,0.0,1.0,106.96666666666668,56.5,131.8,55.4,5191.594364829985
Vienna to Milan,Vienna,Milan,"{16.34167, 48.206947}","{9.204163, 45.486388}",28.7,19.3,"RJ   131, FR  9740",10.733333333333333,81.3,36.1,Car,7.1,135.6,57.1,"Car, Aircraft, Car",3.2666666666666666,Austria,Italy,Western Europe,Southern Europe,7.466666666666666,0.0,1.0,81.86666666666666,37.5,135.6,57.1,846.6388628238122
Vienna to Ljubljana,Vienna,Ljubljana,"{16.34167, 48.206947}","{46.058057, 14.51028}",9.6,8.0,EC   151,5.916666666666667,38.7,17.2,Car,3.816666666666667,105.9,44.6,"Car, Aircraft, Car",2.9,Austria,Slovenia,Western Europe,Eastern Europe,3.016666666666667,0.0,1.0,51.400000000000006,23.266666666666666,105.9,44.6,4540.5026638115805
Vienna to Zurich,Vienna,Zurich,"{16.34167, 48.206947}","{8.540274, 47.37806}",10.6,11.8,RJX  368,7.75,77.1,34.2,Car,6.733333333333333,130.7,55.0,"Car, Aircraft, Car",3.283333333333333,Austria,Switzerland,Western Europe,Western Europe,4.466666666666667,0.0,1.0,72.8,33.666666666666664,130.7,55.0,872.1240385827277
Vienna to Bern,Vienna,Bern,"{16.34167, 48.206947}","{46.948888, 7.439167}",10.7,13.5,"RJX  368, IC   720",8.883333333333333,89.1,39.5,Car,7.783333333333333,143.5,60.7,"Car, Aircraft, Car",4.483333333333333,Austria,Switzerland,Western Europe,Western Europe,4.3999999999999995,0.0,1.0,81.10000000000001,37.9,143.5,60.7,5052.009138365709
Vienna to Amsterdam,Vienna,Amsterdam,"{16.34167, 48.206947}","{4.900559, 52.378607}",36.1,19.2,"ICE  228, ICE  720, RE 20028, IC  3064",12.283333333333333,122.2,54.3,Car,10.666666666666666,163.0,68.5,"Car, Aircraft, Car",4.0,Austria,Netherlands,Western Europe,Western Europe,8.283333333333333,0.0,1.0,107.10000000000001,47.333333333333336,163.0,68.5,1351.137326054471
Vienna to Warszawa,Vienna,Warszawa,"{16.34167, 48.206947}","{52.228855, 21.003215}",49.7,19.7,"EC   106, Os 44766, EIP 4502, Walk",9.15,72.9,32.4,Car,6.366666666666666,120.1,50.5,"Car, Aircraft, Car",3.2,Austria,Poland,Western Europe,Eastern Europe,5.95,0.0,1.0,80.89999999999999,34.199999999999996,120.1,50.5,4650.985087859935
Vienna to Riga,Vienna,Riga,"{16.34167, 48.206947}","{24.120279, 56.946943}",134.1,63.6,"EC   100, TLK61190, IC   144, 200",39.55,138.1,61.4,Car,10.883333333333333,107.6,45.3,"Car, Aircraft, Car",4.066666666666666,Austria,Latvia,Western Europe,Northern Europe,35.483333333333334,0.0,1.0,126.59999999999998,56.76666666666667,107.6,45.3,1256.0527617391126
Vienna to Napoli,Vienna,Napoli,"{16.34167, 48.206947}","{40.839163, 14.25139}",49.2,31.4,"RJ   131, FR  9425",13.283333333333333,109.5,48.6,Car,9.55,153.1,64.4,"Car, Aircraft, Car",3.7333333333333334,Austria,Italy,Western Europe,Southern Europe,9.55,0.0,1.0,103.93333333333332,48.13333333333333,153.1,64.4,4244.336181964447
Vienna to Oslo,Vienna,Oslo,"{16.34167, 48.206947}","{10.755279, 59.910282}",54.5,41.9,"ICE   26, ICE  584, EN   346, RE  1010, IC   386",26.416666666666668,169.0,75.1,Car,13.333333333333334,137.8,58.1,"Car, Aircraft, Car",5.033333333333333,Austria,Norway,Western Europe,Northern Europe,21.383333333333333,0.0,1.0,120.43333333333334,58.36666666666667,137.8,58.1,1408.7719627018314
Vienna to Bratislava,Vienna,Bratislava,"{16.34167, 48.206947}","{48.158333, 17.105834}",1.3,1.4,RE  2504,1.15,8.7,3.9,Car,1.2666666666666666,,,,,Austria,Slovakia,Western Europe,Eastern Europe,,,,5.0,2.65,,,4529.622314787213
Vienna to Luxembourg,Vienna,Luxembourg,"{16.34167, 48.206947}","{49.599996, 6.134167}",28.0,15.7,"ICE  228, RE  5106",10.466666666666667,99.6,44.2,Car,8.683333333333334,144.2,60.6,"Car, Aircraft, Car",3.35,Austria,Luxembourg,Western Europe,Western Europe,7.116666666666667,0.0,1.0,90.59999999999998,40.166666666666664,144.2,60.6,5278.823317421538
Vienna to Kishinev,Vienna,Kishinev,"{16.34167, 48.206947}","{28.858169, 47.017476}",89.3,57.7,"NT   347, Transfer, 402",36.03333333333333,123.8,55.0,Car,10.8,159.7,67.2,"Car, Aircraft, Car",3.7666666666666666,Austria,Moldova,Western Europe,Eastern Europe,32.266666666666666,0.0,1.0,124.26666666666665,59.96666666666667,159.7,67.2,1397.0850839833238
Vienna to Frankfurt,Vienna,Frankfurt,"{16.34167, 48.206947}","{8.663893, 50.107221}",15.8,9.6,ICE  228,6.266666666666667,78.0,34.6,Car,6.816666666666666,133.9,56.3,"Car, Aircraft, Car",3.45,Austria,Germany,Western Europe,Western Europe,2.8166666666666664,0.0,1.0,75.89999999999999,33.5,133.9,56.3,878.2578798102757
Vienna to Geneva,Vienna,Geneva,"{16.34167, 48.206947}","{46.210281, 6.1425}",10.8,16.1,"RJX  368, IC   720",10.716666666666667,104.7,46.5,Car,9.133333333333333,150.8,63.4,"Car, Aircraft, Car",3.55,Austria,Switzerland,Western Europe,Western Europe,7.166666666666667,0.0,1.0,88.76666666666667,42.0,150.8,63.4,5102.15825289411
Vienna to Krakow,Vienna,Krakow,"{16.34167, 48.206947}","{50.068334, 19.947504}",30.1,13.2,"EC   108, IC  6302",5.8,47.1,20.9,Car,4.65,123.4,51.9,"Car, Aircraft, Car",3.0833333333333335,Austria,Poland,Western Europe,Eastern Europe,2.7166666666666663,0.0,1.0,66.86666666666667,28.666666666666668,123.4,51.9,4524.1777694095545
Vienna to Leeds,Vienna,Leeds,"{16.34167, 48.206947}","{53.792223, -1.547502}",57.2,36.6,"ICE  228, ICE   14, ES  9157, Transfer, ---, ---",17.2,174.2,77.4,Car,13.733333333333333,288.9,121.9,"Car, Aircraft, Car",8.533333333333333,Austria,United Kingdom,Western Europe,British Isles,8.666666666666666,0.0,1.0,173.4333333333333,78.63333333333334,288.9,121.9,5961.385560462497
Vienna to Liverpool,Vienna,Liverpool,"{16.34167, 48.206947}","{53.404447, -2.976391}",58.9,37.5,"ICE  228, ICE   14, ES  9157, Transfer, ---",18.45,183.8,81.6,Car,14.5,280.3,118.4,"Car, Aircraft, Car",9.433333333333334,Austria,United Kingdom,Western Europe,British Isles,9.016666666666666,0.0,1.0,174.33333333333334,79.16666666666667,280.3,118.4,6030.410543183525
Vienna to Manchester,Vienna,Manchester,"{16.34167, 48.206947}","{53.358611, -2.267502}",57.7,36.9,"ICE  228, ICE   14, ES  9157, Transfer, ---, ---",17.383333333333333,178.0,79.1,Car,14.033333333333333,273.2,115.3,"Car, Aircraft",8.4,Austria,United Kingdom,Western Europe,British Isles,8.983333333333333,0.0,1.0,169.63333333333333,77.10000000000001,273.2,115.3,5985.184295761644
Vienna to Marseille,Vienna,Marseille,"{16.34167, 48.206947}","{43.302774, 5.380278}",15.4,33.4,"RJX  160, TGV 9226, TGV 9580",14.233333333333333,126.1,56.0,Car,9.933333333333334,169.6,71.8,"Car, Aircraft, Car",5.75,Austria,France,Western Europe,Western Europe,8.483333333333333,0.0,1.0,103.7,53.73333333333333,169.6,71.8,5021.408057827517
Vienna to Nice,Vienna,Nice,"{16.34167, 48.206947}","{43.704448, 7.261945}",40.0,27.5,"RJX  662, ECB   85, FR  9748, IC   689, TER86004",22.1,112.5,50.0,Car,9.816666666666666,148.9,62.6,"Car, Aircraft, Car",3.75,Austria,France,Western Europe,Western Europe,18.35,0.0,1.0,100.46666666666665,46.699999999999996,148.9,62.6,4901.274806513813
Vienna to Nottingham,Vienna,Nottingham,"{16.34167, 48.206947}","{52.945278, -1.144165}",52.3,33.9,"ICE  228, ICE   14, ES  9157, Transfer, ---",16.466666666666665,167.4,74.3,Car,13.2,278.2,117.4,"Car, Aircraft, Car",8.683333333333334,Austria,United Kingdom,Western Europe,British Isles,7.783333333333331,0.0,1.0,165.96666666666667,75.2,278.2,117.4,5898.074852135851
Vienna to Palermo,Vienna,Palermo,"{16.34167, 48.206947}","{13.36722, 38.109166}",82.0,51.0,"RJ   131, FR  9425, INI 1955",26.883333333333333,143.5,63.7,Car,11.316666666666666,113.5,47.8,"Car, Aircraft, Car",5.7,Austria,Italy,Western Europe,Southern Europe,21.183333333333334,0.0,1.0,113.0,54.166666666666664,113.5,47.8,1134.3459166466484
Vienna to Kosice,Vienna,Kosice,"{16.34167, 48.206947}","{48.721669, 21.267498}",12.5,15.4,"RE  2502, 603",7.6,51.8,23.0,Car,5.116666666666666,132.4,55.7,"Car, Aircraft, Car",2.9,Austria,Slovakia,Western Europe,Eastern Europe,4.699999999999999,0.0,1.0,65.56666666666666,31.366666666666664,132.4,55.7,4350.0251124518245
Vienna to Rotterdam,Vienna,Rotterdam,"{16.34167, 48.206947}","{51.925002, 4.469446}",34.6,18.4,"ICE  228, ICE  720, RE 20082, IC  3764, IC  1162",11.433333333333334,123.1,54.7,Car,10.75,168.4,70.9,"Car, Aircraft, Car",4.8,Austria,Netherlands,Western Europe,Western Europe,6.633333333333334,0.0,1.0,108.7,48.0,168.4,70.9,5507.397178914345
Vienna to Sheffield,Vienna,Sheffield,"{16.34167, 48.206947}","{53.375834, -1.461943}",55.2,35.5,"ICE  228, ICE   14, ES  9157, Transfer, ---",16.683333333333334,171.7,76.2,Car,13.533333333333333,284.8,120.4,"Car, Aircraft, Car",9.633333333333333,Austria,United Kingdom,Western Europe,British Isles,7.050000000000001,0.0,1.0,170.56666666666666,77.36666666666667,284.8,120.4,5937.103276388255
Vienna to Venice,Vienna,Venice,"{16.34167, 48.206947}","{12.317775, 45.437775}",16.5,12.0,RJ   131,7.366666666666666,61.0,27.1,Car,6.033333333333333,107.8,45.4,"Car, Aircraft, Car",3.2666666666666666,Austria,Italy,Western Europe,Southern Europe,4.1,0.0,1.0,61.76666666666667,28.166666666666668,107.8,45.4,537.7362001758152
Vienna to Verona,Vienna,Verona,"{16.34167, 48.206947}","{10.98222, 45.428336}",19.1,14.4,"RJX  660, ECB   83",8.383333333333333,66.8,29.6,Car,5.833333333333333,114.2,48.0,"Car, Aircraft, Car",3.3,Austria,Italy,Western Europe,Southern Europe,5.083333333333333,0.0,1.0,66.7,30.666666666666668,114.2,48.0,667.2374822319426
Vienna to Vilnius,Vienna,Vilnius,"{16.34167, 48.206947}","{25.284723, 54.669723}",109.1,45.4,"EC   100, TLK61190, IC   144",22.4,124.0,55.1,Car,10.833333333333334,159.4,67.0,"Car, Aircraft, Car",3.8333333333333335,Austria,Lithuania,Western Europe,Eastern Europe,18.566666666666666,0.0,1.0,130.83333333333334,55.833333333333336,159.4,67.0,1199.4687964813916
Vienna to Wrocław,Vienna,Wrocław,"{16.34167, 48.206947}","{17.036392, 51.098057}",31.8,14.5,"EC   108, 892, RE  7159, RE  6282",8.083333333333334,45.9,20.4,Car,4.533333333333333,132.5,56.3,"Car, Aircraft, Car",4.916666666666667,Austria,Poland,Western Europe,Eastern Europe,3.166666666666667,0.0,1.0,70.06666666666666,30.399999999999995,132.5,56.3,317.4721150094384
Vienna to Gothenburg,Vienna,Gothenburg,"{16.34167, 48.206947}","{57.708886, 11.973335}",53.8,35.7,"ICE   26, ICE  584, EN   346, RE  1010",22.0,137.2,60.9,Car,10.816666666666666,109.1,45.9,"Car, Aircraft, Car",4.133333333333334,Austria,Sweden,Western Europe,Northern Europe,17.866666666666667,0.0,1.0,100.03333333333335,47.5,109.1,45.9,5488.180125739926
Vienna to Antwerp,Vienna,Antwerp,"{16.34167, 48.206947}","{51.21694, 4.420832}",28.1,18.7,"ICE  228, ICE   14, IC  4516",10.75,120.2,53.3,Car,10.483333333333333,161.1,67.8,"Car, Aircraft, Car",4.35,Austria,Belgium,Western Europe,Western Europe,6.4,0.0,1.0,103.13333333333333,46.6,161.1,67.8,5472.155354154288
Vienna to Bologna,Vienna,Bologna,"{16.34167, 48.206947}","{11.341942, 44.506393}",23.8,16.4,"RJ   131, FR  9425",9.466666666666667,73.4,32.6,Car,6.4,123.3,51.8,"Car, Aircraft, Car",3.35,Austria,Italy,Western Europe,Southern Europe,6.116666666666667,0.0,1.0,73.5,33.6,123.3,51.8,684.5276586177894
Vienna to Bordeaux,Vienna,Bordeaux,"{16.34167, 48.206947}","{-0.556387, 44.825834}",31.0,44.8,"RJX  260, Walk, ICE 1218, TGV 9552, Transfer, TGV 8451",13.516666666666667,168.0,74.6,Car,13.25,283.2,119.5,"Car, Aircraft, Car",8.716666666666667,Austria,France,Western Europe,Western Europe,4.800000000000001,0.0,1.0,160.73333333333332,79.63333333333333,283.2,119.5,1915.248240907613
Vienna to Bristol,Vienna,Bristol,"{16.34167, 48.206947}","{51.446668, -2.580003}",51.1,33.3,"ICE  228, ICE   14, ES  9157, Transfer, ---, ---",17.183333333333334,175.1,77.8,Car,13.8,278.8,117.6,"Car, Aircraft, Car",8.716666666666667,Austria,United Kingdom,Western Europe,British Isles,8.466666666666667,0.0,1.0,168.33333333333334,76.23333333333333,278.8,117.6,5922.637790252844
Vienna to Cardiff,Vienna,Cardiff,"{16.34167, 48.206947}","{51.472782, -3.176392}",48.4,34.1,"ICE   28, ICE   12, ES  9167, Transfer, ---",24.266666666666666,180.3,80.1,Car,14.216666666666667,282.1,119.2,"Car, Aircraft, Car",9.2,Austria,United Kingdom,Western Europe,British Isles,15.066666666666666,0.0,1.0,170.26666666666668,77.8,282.1,119.2,5962.115727327563
Vienna to Cologne,Vienna,Cologne,"{16.34167, 48.206947}","{50.941393, 6.967224}",20.6,11.9,"ICE  228, ICE  108",7.733333333333333,96.9,43.0,Car,8.466666666666667,140.6,59.2,"Car, Aircraft, Car",3.4833333333333334,Austria,Germany,Western Europe,Western Europe,4.25,0.0,1.0,86.03333333333335,38.03333333333333,140.6,59.2,5302.7417603365175
Vienna to Dortmund,Vienna,Dortmund,"{16.34167, 48.206947}","{51.517782, 7.459168}",23.7,13.4,"ICE  228, ICE  108",9.033333333333333,96.1,42.7,Car,8.383333333333333,139.8,58.8,"Car, Aircraft, Car",3.316666666666667,Austria,Germany,Western Europe,Western Europe,5.716666666666667,0.0,1.0,86.53333333333335,38.300000000000004,139.8,58.8,5307.253918960277
Vienna to Duesseldorf,Vienna,Duesseldorf,"{16.34167, 48.206947}","{51.219996, 6.794443}",21.5,12.4,"ICE  228, ICE  108",8.2,99.8,44.3,Car,8.716666666666667,146.3,61.5,"Car, Aircraft, Car",3.466666666666667,Austria,Germany,Western Europe,Western Europe,4.7333333333333325,0.0,1.0,89.2,39.4,146.3,61.5,5329.117217539231
Vienna to Basel,Vienna,Basel,"{16.34167, 48.206947}","{47.547498, 7.58944}",10.7,13.3,"RJX  368, TGV 9222",8.883333333333333,85.8,38.1,Car,7.483333333333333,127.4,53.6,"Car, Aircraft, Car",3.2666666666666666,Austria,Switzerland,Western Europe,Western Europe,5.616666666666666,0.0,1.0,74.63333333333334,35.0,127.4,53.6,5074.08157479219
Vienna to Lausanne,Vienna,Lausanne,"{16.34167, 48.206947}","{46.516669, 6.629167}",10.8,15.1,"RJX  368, IC   720",10.1,98.6,43.8,Car,8.6,157.9,66.5,"Car, Aircraft, Car",4.566666666666666,Austria,Switzerland,Western Europe,Western Europe,5.533333333333333,0.0,1.0,89.10000000000001,41.800000000000004,157.9,66.5,5084.197083180432
Vienna to Maribor,Vienna,Maribor,"{16.34167, 48.206947}","{46.561948, 15.657501}",4.7,4.5,"855, 4101, RE  4431",6.516666666666667,26.6,11.8,Car,2.6166666666666667,91.2,38.5,"Car, Aircraft, Car",3.5,Austria,Slovenia,Western Europe,Eastern Europe,3.0166666666666666,0.0,1.0,40.833333333333336,18.266666666666666,91.2,38.5,4502.850759769129
Vienna to Pisa,Vienna,Pisa,"{16.34167, 48.206947}","{10.398056, 43.708052}",31.6,21.0,"RJ   131, FR  9425, RV  4045",11.333333333333334,88.6,39.4,Car,7.733333333333333,145.0,61.2,"Car, Aircraft, Car",4.95,Austria,Italy,Western Europe,Southern Europe,6.383333333333334,0.0,1.0,88.39999999999999,40.53333333333333,145.0,61.2,820.6135704769417
Vienna to Edinburgh,Vienna,Edinburgh,"{16.34167, 48.206947}","{-3.186667, 55.949724}",78.9,48.6,"RJ   820, 5900, ICE  928, ICE  314, ES  9147, Transfer, ---",23.816666666666666,197.6,87.8,Car,15.583333333333334,235.4,99.6,"Train, Aircraft, Train",7.75,Austria,United Kingdom,Western Europe,British Isles,16.066666666666666,0.0,1.0,170.63333333333333,78.66666666666667,235.4,99.6,2332.236716393637
Vienna to Cluj-Napoca,Vienna,Cluj-Napoca,"{16.34167, 48.206947}","{46.784997, 23.587218}",36.7,27.8,"EC   147, IC   407, 1837",13.716666666666667,74.1,32.9,Car,6.466666666666667,121.1,50.9,"Car, Aircraft, Car",3.4833333333333334,Austria,Romania,Western Europe,Eastern Europe,10.233333333333334,0.0,1.0,77.3,37.199999999999996,121.1,50.9,4074.216233181312
