ID,Departure City,Arrival City,Departure Coordinates,Arrival Coordinates,Train CO2,Train Energy Resource Consumption,Train Products,Train Duration,Car CO2,Car Energy Resource Consumption,Car Products,Car Duration,Flight CO2,Flight Energy Resource Consumption,Flight Products,Flight Duration,Departure Country,Arrival Country,Departure Region,Arrival Region,train_flight_duration_delta,train_market_share,flight_market_share,avg_co2,avg_erc,avg_co2_w,avg_erc_w,distance
Brussels to Brno,Brussels,Brno,"{50.896393, 4.481941}","{16.609719, 49.189171}",33.4,21.0,"IC  2329, ICE   11, ICE 1621, ICE   91, RJ   370",12.383333333333333,115.8,51.4,Car,10.1,231.0,97.0,"Aircraft, Car",5.683333333333334,Belgium,Czech Republic,Western Europe,Eastern Europe,6.699999999999999,0.0,1.0,126.73333333333333,56.46666666666667,231.0,97.0,5487.937540103337
Brussels to Zagreb,Brussels,Zagreb,"{50.896393, 4.481941}","{45.804445, 15.978892}",39.8,24.5,"IC  2339, ICE  317, ICE 1015, EN 40237",18.433333333333334,127.5,56.6,Car,10.05,170.8,71.7,"Aircraft, Car",3.283333333333333,Belgium,Croatia,Western Europe,Eastern Europe,15.15,0.0,1.0,112.7,50.93333333333334,170.8,71.7,1019.1944318326432
Brussels to Praha,Brussels,Praha,"{50.896393, 4.481941}","{50.084712, 14.434923}",43.8,24.4,"IC  1943, IC   520, 16981, RE 18981, RE 26805, Walk, ICE 1121, RE  3551, RE   355",16.55,92.8,41.2,Car,8.1,128.9,54.2,"Aircraft, Car",3.0166666666666666,Belgium,Czech Republic,Western Europe,Eastern Europe,13.533333333333335,0.0,1.0,88.5,39.93333333333333,128.9,54.2,709.3082339583684
Brussels to Copenhagen,Brussels,Copenhagen,"{50.896393, 4.481941}","{12.565553, 55.673054}",39.7,21.5,"IC  2329, ICE   11, ICE  206, EC   392",13.35,98.7,43.8,Car,8.616666666666667,137.8,57.9,"Aircraft, Car",2.9833333333333334,Belgium,Denmark,Western Europe,Northern Europe,10.366666666666667,0.0,1.0,92.06666666666668,41.06666666666666,137.8,57.9,6261.779355348581
Brussels to Toulouse,Brussels,Toulouse,"{50.896393, 4.481941}","{1.45361, 43.611113}",9.7,34.1,"IC  1942, EUR 9388, Transfer, TGV 8501",13.85,110.0,48.9,Car,9.6,141.0,59.2,"Aircraft, Car",3.15,Belgium,France,Western Europe,Western Europe,10.7,0.0,1.0,86.89999999999999,47.4,141.0,59.2,6606.787900723171
Brussels to Munich,Brussels,Munich,"{50.896393, 4.481941}","{48.136948, 11.575275}",22.7,12.9,"IC  2329, ICE   11, ICE  571, ICE  563",6.6,77.8,34.6,Car,6.8,129.6,54.5,"Aircraft, Car",3.216666666666667,Belgium,Germany,Western Europe,Western Europe,3.383333333333333,0.0,1.0,76.7,34.0,129.6,54.5,596.585289079712
Brussels to Helsinki,Brussels,Helsinki,"{50.896393, 4.481941}","{24.941111, 60.172218}",233.0,130.5,"IC  2337, ICE   17, EC     8, EN   346, Transfer, ShiVikLi, 77948, IC   948",43.166666666666664,204.9,91.0,Car,16.15,155.1,65.2,"Aircraft, Car",4.183333333333334,Belgium,Finland,Western Europe,Northern Europe,38.983333333333334,0.0,1.0,197.66666666666666,95.56666666666666,155.1,65.2,5502.919773615898
Brussels to Osijek,Brussels,Osijek,"{50.896393, 4.481941}","{18.683333, 45.552774}",48.7,36.3,"IC  2333, ICE   15, ICE   29, RJX  261, IC   800, RE  8122, RE  6207",25.116666666666667,150.8,67.0,Car,11.883333333333333,196.9,83.3,"Car, Aircraft",5.65,Belgium,Croatia,Western Europe,Eastern Europe,19.46666666666667,0.0,1.0,132.13333333333333,62.199999999999996,196.9,83.3,5076.145058509898
Brussels to Paris,Brussels,Paris,"{50.896393, 4.481941}","{48.858395, 2.294254}",3.6,8.2,"IC  2330, EUR 9308",2.033333333333333,38.1,16.9,Car,3.7666666666666666,124.8,52.5,"Aircraft, Car",2.683333333333333,Belgium,France,Western Europe,Western Europe,-0.6499999999999999,0.4049080749999999,0.5950919250000001,55.5,25.866666666666664,75.72514131,34.5625722775,275.5243082402166
Brussels to Nantes,Brussels,Nantes,"{50.896393, 4.481941}","{47.217504, -1.541947}",6.1,18.9,"IC  1942, EUR 9388, Transfer, TGV 8863",12.2,78.4,34.8,Car,6.85,257.7,108.2,"Aircraft, Car",5.5,Belgium,France,Western Europe,Western Europe,6.699999999999999,0.0,1.0,114.06666666666666,53.96666666666667,257.7,108.2,599.6503857437993
Brussels to Lyon,Brussels,Lyon,"{50.896393, 4.481941}","{4.863775, 45.702291}",6.7,21.6,"IC  1942, EUR 9388, Transfer, TGV 6601",11.233333333333333,75.0,33.3,Car,6.55,124.2,52.2,"Aircraft, Car",3.0833333333333335,Belgium,France,Western Europe,Western Europe,8.149999999999999,0.0,1.0,68.63333333333334,35.699999999999996,124.2,52.2,6384.5912070203285
Brussels to Berlin,Brussels,Berlin,"{50.896393, 4.481941}","{52.520555, 13.386943}",28.2,16.4,"IC  2845, IC   522, 16909, RE 18909, RE 26407, ICE  845",12.25,83.9,37.3,Car,7.333333333333333,117.7,49.4,"Aircraft, Car",2.7333333333333334,Belgium,Germany,Western Europe,Western Europe,9.516666666666666,0.0,1.0,76.60000000000001,34.36666666666667,117.7,49.4,639.1310622544745
Brussels to Stockholm,Brussels,Stockholm,"{50.896393, 4.481941}","{18.05763, 59.33001}",47.0,40.3,"IC  2337, ICE   17, EC     8, EN   346",19.733333333333334,158.8,70.6,Car,12.516666666666667,119.2,50.1,"Aircraft, Car",3.65,Belgium,Sweden,Western Europe,Northern Europe,16.083333333333336,0.0,1.0,108.33333333333333,53.666666666666664,119.2,50.1,6020.202892195386
Brussels to Budapest,Brussels,Budapest,"{50.896393, 4.481941}","{18.949998, 47.499999}",36.7,25.7,"IC  2329, ICE   11, ICE 1621, ICE   91, IC  1035",13.75,140.1,62.2,Car,11.05,109.2,45.9,"Aircraft, Car",3.5833333333333335,Belgium,Hungary,Western Europe,Eastern Europe,10.166666666666666,0.0,1.0,95.33333333333333,44.6,109.2,45.9,5172.301211199106
Brussels to Bucuresti,Brussels,Bucuresti,"{50.896393, 4.481941}","{26.102778, 44.43528}",86.3,57.4,"IC  2331, ICE   13, ICE   27, NT   347",29.883333333333333,220.2,97.8,Car,17.35,164.2,69.0,"Aircraft, Car",4.3,Belgium,Romania,Western Europe,Eastern Europe,25.583333333333332,0.0,1.0,156.9,74.73333333333333,164.2,69.0,4352.134497162237
Brussels to Rome,Brussels,Rome,"{50.896393, 4.481941}","{41.900555, 12.501388}",56.6,38.3,"IC  2845, IC   522, 5005, RE 26809, ICE  513, ICE  275, EC    57, FR  9649",20.15,146.8,65.2,Car,11.583333333333334,245.2,103.0,"Aircraft, Car",6.266666666666667,Belgium,Italy,Western Europe,Southern Europe,13.883333333333333,0.0,1.0,149.53333333333333,68.83333333333333,245.2,103.0,1172.6426885638714
Brussels to Madrid City,Brussels,Madrid City,"{50.896393, 4.481941}","{40.406386, -3.690836}",31.8,55.4,"IC  1939, TGV 9844, TGV 6821, AVI 9730",22.05,165.0,73.3,Car,13.016666666666667,124.2,52.2,"Aircraft, Car",3.9166666666666665,Belgium,Spain,Western Europe,Southern Europe,18.133333333333333,0.0,1.0,107.0,60.29999999999999,124.2,52.2,1326.3069799691957
Brussels to Istanbul,Brussels,Istanbul,"{50.896393, 4.481941}","{41.014722, 28.976665}",139.3,84.1,"IC  9252, EUR 9471, ICE  619, RJX   61, 79, 1095, 463, 465, 493",58.666666666666664,271.8,120.7,Car,21.433333333333334,200.7,84.3,"Aircraft, Car",4.816666666666666,Belgium,Turkey,Western Europe,Eastern Europe,53.849999999999994,0.0,1.0,203.9333333333333,96.36666666666667,200.7,84.3,2174.19395980149
Brussels to London,Brussels,London,"{50.896393, 4.481941}","{-0.122918, 51.530888}",9.5,10.7,"IC  1928, ES  9113",3.25,46.3,20.6,Car,4.566666666666666,119.4,50.2,"Aircraft, Car",2.783333333333333,Belgium,United Kingdom,Western Europe,British Isles,0.4666666666666668,0.0,1.0,58.4,27.166666666666668,119.4,50.2,7189.128988818044
Brussels to Graz,Brussels,Graz,"{50.896393, 4.481941}","{47.07222, 15.416392}",28.5,18.3,"IC  2329, ICE   11, ICE 1621, ICE   91, 601",12.833333333333334,118.1,52.4,Car,10.3,242.7,102.0,"Aircraft, Car",5.883333333333334,Belgium,Austria,Western Europe,Western Europe,6.95,0.0,1.0,129.76666666666665,57.56666666666666,242.7,102.0,902.8998555808657
Brussels to Kyiv,Brussels,Kyiv,"{50.896393, 4.481941}","{50.434357, 30.513973}",132.5,68.2,"IC  9220, EUR 9423, ICE  519, ICE 1653, RE 26911, Os  5315, Os 69532, Os 76406, IC 83172, IC   706",32.05,228.4,101.4,Car,18.0,175.7,73.9,"Aircraft, Car",4.833333333333333,Belgium,Ukraine,Western Europe,Eastern Europe,27.216666666666665,0.0,1.0,178.86666666666665,81.16666666666667,175.7,73.9,1825.9476594501089
Brussels to Hamburg,Brussels,Hamburg,"{50.896393, 4.481941}","{9.997497, 53.557218}",16.3,9.8,"IC  2331, ICE   13, ICE  202",6.8,67.2,29.9,Car,6.65,116.0,48.7,"Aircraft, Car",2.6333333333333333,Belgium,Germany,Western Europe,Western Europe,4.166666666666666,0.0,1.0,66.5,29.46666666666667,116.0,48.7,6361.080395565912
Brussels to Milan,Brussels,Milan,"{50.896393, 4.481941}","{9.204163, 45.486388}",31.4,23.4,"IC  2845, IC   522, 5005, RE 26809, ICE  513, ICE  275, EC    57",16.65,90.9,40.4,Car,7.933333333333334,129.4,54.4,"Aircraft, Car",2.95,Belgium,Italy,Western Europe,Southern Europe,13.7,0.0,1.0,83.9,39.4,129.4,54.4,5955.6219793196615
Brussels to Ljubljana,Brussels,Ljubljana,"{50.896393, 4.481941}","{46.058057, 14.51028}",33.6,20.5,"IC  9212, EUR 9411, RE 28514, Walk, ICE  625, EC   219, RJ   698, 319",13.733333333333333,119.4,53.0,Car,10.416666666666666,151.7,63.7,"Aircraft, Car",3.35,Belgium,Slovenia,Western Europe,Eastern Europe,10.383333333333333,0.0,1.0,101.56666666666666,45.73333333333333,151.7,63.7,912.9832256363131
Brussels to Zurich,Brussels,Zurich,"{50.896393, 4.481941}","{8.540274, 47.37806}",24.3,17.4,"IC  2845, IC   522, 5005, RE 26809, ICE  513, ICE  275, IC   771",12.983333333333333,68.9,30.6,Car,6.8,116.1,48.8,"Aircraft, Car",2.683333333333333,Belgium,Switzerland,Western Europe,Western Europe,10.299999999999999,0.0,1.0,69.76666666666667,32.266666666666666,116.1,48.8,6126.582959329123
Brussels to Bern,Brussels,Bern,"{50.896393, 4.481941}","{46.948888, 7.439167}",24.3,15.2,"IC  2329, ICE   11, EC     7",8.716666666666667,68.8,30.5,Car,6.8,117.9,49.5,"Aircraft, Car",2.6166666666666667,Belgium,Switzerland,Western Europe,Western Europe,6.1,0.0,1.0,70.33333333333333,31.733333333333334,117.9,49.5,489.13973136728373
Brussels to Amsterdam,Brussels,Amsterdam,"{50.896393, 4.481941}","{4.900559, 52.378607}",7.4,5.2,"IC  9211, IC  1009",2.3333333333333335,23.5,10.5,Car,2.3333333333333335,85.6,36.0,"Aircraft, Car",2.5166666666666666,Belgium,Netherlands,Western Europe,Western Europe,-0.18333333333333313,0.08457124907407396,0.915428750925926,38.833333333333336,17.233333333333334,78.98652832240741,33.395205528518524,6762.344938898785
Brussels to Warszawa,Brussels,Warszawa,"{50.896393, 4.481941}","{52.228855, 21.003215}",80.2,34.1,"IC  1943, IC   520, 16981, RE 18981, RE 26401, ICE  541, EC    45, Walk",17.533333333333335,143.8,63.8,Car,11.333333333333334,108.5,45.6,"Aircraft, Car",3.45,Belgium,Poland,Western Europe,Eastern Europe,14.083333333333336,0.0,1.0,110.83333333333333,47.833333333333336,108.5,45.6,1149.0485810898288
Brussels to Riga,Brussels,Riga,"{50.896393, 4.481941}","{24.120279, 56.946943}",158.2,74.5,"IC  9212, EUR 9411, ICE  859, EC    55, IC 81170, IC   144, 200",48.81666666666667,180.6,80.2,Car,14.233333333333333,134.7,56.6,"Aircraft, Car",3.8666666666666667,Belgium,Latvia,Western Europe,Northern Europe,44.95,0.0,1.0,157.83333333333331,70.43333333333332,134.7,56.6,5348.464979783686
Brussels to Napoli,Brussels,Napoli,"{50.896393, 4.481941}","{40.839163, 14.25139}",65.3,43.5,"IC  2845, IC   522, 5005, RE 26809, ICE  513, ICE  275, EC    57, Transfer, FR  9325",21.783333333333335,168.4,74.8,Car,13.283333333333333,126.9,53.3,"Aircraft, Car",3.783333333333333,Belgium,Italy,Western Europe,Southern Europe,18.0,0.0,1.0,120.2,57.199999999999996,126.9,53.3,1347.5586748708856
Brussels to Oslo,Brussels,Oslo,"{50.896393, 4.481941}","{10.755279, 59.910282}",46.7,38.2,"IC  2337, ICE   17, EC     8, EN   346, RE  1010, IC   386",23.533333333333335,134.7,59.8,Car,10.616666666666667,236.1,99.5,"Aircraft, Car",7.833333333333333,Belgium,Norway,Western Europe,Northern Europe,15.700000000000003,0.0,1.0,139.16666666666666,65.83333333333333,236.1,99.5,6697.977002954388
Brussels to Bratislava,Brussels,Bratislava,"{50.896393, 4.481941}","{48.158333, 17.105834}",28.8,18.7,"IC  2331, ICE   13, ICE   27, RE  2530",12.216666666666667,125.4,55.7,Car,10.95,159.0,66.9,"Aircraft, Car",3.9833333333333334,Belgium,Slovakia,Western Europe,Eastern Europe,8.233333333333334,0.0,1.0,104.40000000000002,47.1,159.0,66.9,959.2166025953366
Brussels to Luxembourg,Brussels,Luxembourg,"{50.896393, 4.481941}","{49.599996, 6.134167}",5.8,7.9,"IC  3629, IC  2106",3.4,26.2,11.6,Car,2.5833333333333335,,,,,Belgium,Luxembourg,Western Europe,Western Europe,,,,16.0,9.75,,,185.95227610771659
Brussels to Kishinev,Brussels,Kishinev,"{50.896393, 4.481941}","{28.858169, 47.017476}",116.6,74.9,"IC  2331, ICE   13, ICE  623, ICE   27, NT   347, Transfer, 402",47.516666666666666,227.9,101.2,Car,17.966666666666665,257.4,108.2,"Aircraft, Car",6.85,Belgium,Moldova,Western Europe,Eastern Europe,40.666666666666664,0.0,1.0,200.63333333333333,94.76666666666667,257.4,108.2,4291.574032976405
Brussels to Frankfurt,Brussels,Frankfurt,"{50.896393, 4.481941}","{8.663893, 50.107221}",11.7,7.6,"IC  2329, ICE   11",3.3,43.4,19.3,Car,4.283333333333333,114.6,48.2,"Aircraft, Car",2.433333333333333,Belgium,Germany,Western Europe,Western Europe,0.8666666666666667,0.0,1.0,56.56666666666666,25.03333333333333,114.6,48.2,6274.704182732867
Brussels to Geneva,Brussels,Geneva,"{50.896393, 4.481941}","{46.210281, 6.1425}",7.7,25.6,"IC  2330, EUR 9308, 24309, 55832, Walk, TGV 9765",6.283333333333333,70.0,31.1,Car,6.116666666666666,113.3,47.6,"Aircraft, Car",2.65,Belgium,Switzerland,Western Europe,Western Europe,3.6333333333333333,0.0,1.0,63.666666666666664,34.76666666666667,113.3,47.6,535.1756277211554
Brussels to Krakow,Brussels,Krakow,"{50.896393, 4.481941}","{50.068334, 19.947504}",82.3,33.4,"IC  9212, EUR 9411, ICE  859, EC    55",15.0,137.1,60.9,Car,10.816666666666666,103.6,43.6,"Aircraft, Car",3.55,Belgium,Poland,Western Europe,Eastern Europe,11.45,0.0,1.0,107.66666666666667,45.96666666666667,103.6,43.6,1096.1080648707295
Brussels to Leeds,Brussels,Leeds,"{50.896393, 4.481941}","{53.792223, -1.547502}",25.6,19.6,"IC  1929, ES  9115, Transfer, ---",6.583333333333333,68.1,30.2,Car,5.95,114.3,48.0,"Aircraft, Car",2.8333333333333335,Belgium,United Kingdom,Western Europe,British Isles,3.7499999999999996,0.0,1.0,69.33333333333333,32.6,114.3,48.0,520.7027877508674
Brussels to Liverpool,Brussels,Liverpool,"{50.896393, 4.481941}","{53.404447, -2.976391}",26.4,20.0,"IC  1928, ES  9113, Transfer, ---",7.366666666666666,75.8,33.7,Car,6.616666666666666,120.5,50.8,"Aircraft, Car",3.6666666666666665,Belgium,United Kingdom,Western Europe,British Isles,3.6999999999999997,0.0,1.0,74.23333333333333,34.833333333333336,120.5,50.8,579.8687841192469
Brussels to Manchester,Brussels,Manchester,"{50.896393, 4.481941}","{53.358611, -2.267502}",25.4,19.4,"IC  1929, ES  9115, Transfer, ---, ---",7.183333333333334,70.0,31.1,Car,6.116666666666666,113.4,47.6,Aircraft,2.65,Belgium,United Kingdom,Western Europe,British Isles,4.533333333333333,0.0,1.0,69.60000000000001,32.699999999999996,113.4,47.6,535.6227042700918
Brussels to Marseille,Brussels,Marseille,"{50.896393, 4.481941}","{43.302774, 5.380278}",8.2,32.1,"IC  2827, TGV 9810",6.366666666666666,110.8,49.2,Car,9.666666666666666,141.4,59.4,"Aircraft, Car",3.4833333333333334,Belgium,France,Western Europe,Western Europe,2.883333333333333,0.0,1.0,86.8,46.900000000000006,141.4,59.4,847.0875344430077
Brussels to Nice,Brussels,Nice,"{50.896393, 4.481941}","{43.704448, 7.261945}",9.6,38.2,"IC  2827, TGV 9810, TGV 6175",9.883333333333333,108.1,48.0,Car,9.433333333333334,139.1,58.4,"Aircraft, Car",3.1333333333333333,Belgium,France,Western Europe,Western Europe,6.75,0.0,1.0,85.59999999999998,48.199999999999996,139.1,58.4,826.5666791907728
Brussels to Nottingham,Brussels,Nottingham,"{50.896393, 4.481941}","{52.945278, -1.144165}",20.3,16.6,"IC  1928, ES  9113, Transfer, ---",6.133333333333334,63.0,28.0,Car,6.216666666666667,111.2,46.7,"Aircraft, Car",2.8,Belgium,United Kingdom,Western Europe,British Isles,3.333333333333334,0.0,1.0,64.83333333333333,30.433333333333337,111.2,46.7,447.89036754624607
Brussels to Palermo,Brussels,Palermo,"{50.896393, 4.481941}","{13.36722, 38.109166}",106.2,66.8,"IC  1941, IC   518, 5021, RE 26841, ICE  619, IC 60403, EC    51, FR  9623, Shi  V13, Walk, RE 12919, RE 12851",34.8,198.1,88.0,Car,15.616666666666667,275.0,115.5,"Aircraft, Car",7.1,Belgium,Italy,Western Europe,Southern Europe,27.699999999999996,0.0,1.0,193.1,90.10000000000001,275.0,115.5,5152.961414407258
Brussels to Kosice,Brussels,Kosice,"{50.896393, 4.481941}","{48.721669, 21.267498}",40.5,33.2,"IC  2331, ICE   13, ICE   27, RJX  167, 615",20.466666666666665,153.3,68.1,Car,12.083333333333334,240.2,100.9,"Aircraft, Car",6.333333333333333,Belgium,Slovakia,Western Europe,Eastern Europe,14.133333333333333,0.0,1.0,144.66666666666666,67.39999999999999,240.2,100.9,1225.69541558742
Brussels to Rotterdam,Brussels,Rotterdam,"{50.896393, 4.481941}","{51.925002, 4.469446}",4.4,3.9,"IC  9211, IC  1118",1.5833333333333333,16.1,7.1,Car,1.5833333333333333,91.0,38.4,"Aircraft, Car",3.3,Belgium,Netherlands,Western Europe,Western Europe,-1.7166666666666666,1.0,0.0,37.166666666666664,16.466666666666665,4.4,3.9,114.37938478554818
Brussels to Sheffield,Brussels,Sheffield,"{50.896393, 4.481941}","{53.375834, -1.461943}",23.1,18.2,"IC  1928, ES  9113, Transfer, ---",6.316666666666666,69.0,30.6,Car,6.816666666666666,117.8,49.7,"Aircraft, Car",3.7666666666666666,Belgium,United Kingdom,Western Europe,British Isles,2.55,0.0,1.0,69.96666666666665,32.833333333333336,117.8,49.7,490.2393887640646
Brussels to Venice,Brussels,Venice,"{50.896393, 4.481941}","{12.317775, 45.437775}",44.1,25.9,"IC  2329, ICE   11, ICE  915, ECB   87, FR  9753",14.283333333333333,109.0,48.4,Car,9.516666666666667,140.2,58.9,"Aircraft, Car",3.0833333333333335,Belgium,Italy,Western Europe,Southern Europe,11.2,0.0,1.0,97.76666666666665,44.4,140.2,58.9,5657.853422891345
Brussels to Verona,Brussels,Verona,"{50.896393, 4.481941}","{10.98222, 45.428336}",38.7,22.7,"IC  2329, ICE   11, ICE  915, ECB   87",12.75,101.4,45.0,Car,8.85,228.1,95.8,"Aircraft, Car",5.8,Belgium,Italy,Western Europe,Southern Europe,6.95,0.0,1.0,122.73333333333335,54.5,228.1,95.8,5783.369648638634
Brussels to Vilnius,Brussels,Vilnius,"{50.896393, 4.481941}","{25.284723, 54.669723}",133.2,56.3,"IC  9212, EUR 9411, ICE  859, EC    55, IC 81170, IC   144",31.666666666666668,181.9,80.8,Car,14.35,135.6,56.9,"Aircraft, Car",3.7666666666666666,Belgium,Lithuania,Western Europe,Eastern Europe,27.900000000000002,0.0,1.0,150.23333333333335,64.66666666666667,135.6,56.9,5097.811189917296
Brussels to Wrocław,Brussels,Wrocław,"{50.896393, 4.481941}","{17.036392, 51.098057}",58.8,28.6,"IC  1943, IC   520, 16981, RE 18981, RE 26401, ICE  541, RE  3110, RE 68815, RE  5677, Os 69516, Os 69163",17.3,114.8,51.0,Car,10.016666666666667,145.5,61.1,"Aircraft, Car",3.216666666666667,Belgium,Poland,Western Europe,Eastern Europe,14.083333333333334,0.0,1.0,106.36666666666667,46.9,145.5,61.1,5569.807831467708
Brussels to Zaragoza,Brussels,Zaragoza,"{50.896393, 4.481941}","{-0.89111, 41.643886}",22.3,47.6,"IC  1939, TGV 9844, TGV 6821, AVI 9730",20.666666666666668,138.5,61.5,Car,10.916666666666666,109.3,46.1,"Car, Aircraft, Car",4.9,Belgium,Spain,Western Europe,Southern Europe,15.766666666666667,0.0,1.0,90.03333333333335,51.73333333333333,109.3,46.1,6741.256200949244
Brussels to Gothenburg,Brussels,Gothenburg,"{50.896393, 4.481941}","{57.708886, 11.973335}",41.7,30.0,"IC  2329, ICE   11, ICE  206, EC   392, RE  1130",18.116666666666667,117.5,52.2,Car,10.266666666666667,152.8,64.2,"Aircraft, Car",3.4,Belgium,Sweden,Western Europe,Northern Europe,14.716666666666667,0.0,1.0,104.0,48.800000000000004,152.8,64.2,898.8690193368169
Brussels to Antwerp,Brussels,Antwerp,"{50.896393, 4.481941}","{51.21694, 4.420832}",0.9,1.3,IC  2626,0.5,5.5,2.4,Car,0.8,,,,,Belgium,Belgium,Western Europe,Western Europe,,,,3.2,1.85,,,35.89817558968456
Brussels to Bologna,Brussels,Bologna,"{50.896393, 4.481941}","{11.341942, 44.506393}",44.0,25.9,"IC  2329, ICE   11, ICE  915, ECB   87",14.05,114.5,50.9,Car,10.0,145.4,61.1,"Aircraft, Car",3.0833333333333335,Belgium,Italy,Western Europe,Southern Europe,10.966666666666667,0.0,1.0,101.3,45.96666666666667,145.4,61.1,5696.723772582984
Brussels to Bordeaux,Brussels,Bordeaux,"{50.896393, 4.481941}","{-0.556387, 44.825834}",8.0,26.9,"IC  2330, EUR 9308, Transfer, TGV 8537",5.016666666666667,101.0,44.8,Car,8.816666666666666,142.7,60.0,"Aircraft, Car",3.0166666666666666,Belgium,France,Western Europe,Western Europe,2.0,0.0,1.0,83.89999999999999,43.9,142.7,60.0,6867.4206003029385
Brussels to Bristol,Brussels,Bristol,"{50.896393, 4.481941}","{51.446668, -2.580003}",19.8,16.4,"IC  1928, ES  9113, Transfer, ---, ---",6.316666666666666,69.8,31.0,Car,6.883333333333334,121.2,50.9,"Aircraft, Car",2.783333333333333,Belgium,United Kingdom,Western Europe,British Isles,3.533333333333333,0.0,1.0,70.26666666666667,32.766666666666666,121.2,50.9,495.935359698163
Brussels to Cardiff,Brussels,Cardiff,"{50.896393, 4.481941}","{51.472782, -3.176392}",21.6,17.3,"IC  1928, ES  9113, Transfer, ---",6.933333333333334,70.3,31.2,Car,6.133333333333334,124.6,52.4,"Aircraft, Car",3.2666666666666666,Belgium,United Kingdom,Western Europe,British Isles,3.666666666666667,0.0,1.0,72.16666666666667,33.63333333333333,124.6,52.4,537.3559198838395
Brussels to Cologne,Brussels,Cologne,"{50.896393, 4.481941}","{50.941393, 6.967224}",4.6,4.2,"IC  2329, ICE   11",2.05,24.4,10.9,Car,2.4166666666666665,,,,,Belgium,Germany,Western Europe,Western Europe,,,,14.5,7.550000000000001,,,174.28066657192556
Brussels to Dortmund,Brussels,Dortmund,"{50.896393, 4.481941}","{51.517782, 7.459168}",14.3,9.7,"IC  2845, IC   522, 16909, RE 18909, RE 26407",8.816666666666666,30.7,13.6,Car,3.033333333333333,,,,,Belgium,Germany,Western Europe,Western Europe,,,,22.5,11.649999999999999,,,218.59439454064673
Brussels to Duesseldorf,Brussels,Duesseldorf,"{50.896393, 4.481941}","{51.219996, 6.794443}",9.7,7.6,"IC  2845, IC   522, 16909, RE 18909, RE 26407",7.633333333333334,23.3,10.3,Car,2.3,,,,,Belgium,Germany,Western Europe,Western Europe,,,,16.5,8.95,,,165.56898255565966
Brussels to Basel,Brussels,Basel,"{50.896393, 4.481941}","{47.547498, 7.58944}",24.2,15.9,"IC  2845, IC   522, 5005, RE 26809, ICE  513, ICE  275",11.766666666666667,61.2,27.2,Car,6.05,104.1,43.7,"Aircraft, Car",2.55,Belgium,Switzerland,Western Europe,Western Europe,9.216666666666669,0.0,1.0,63.166666666666664,28.933333333333337,104.1,43.7,435.33776289130236
Brussels to Lausanne,Brussels,Lausanne,"{50.896393, 4.481941}","{46.516669, 6.629167}",24.5,17.8,"IC  1943, IC   520, 16981, RE 18981, RE 26805, ICE  101, IC   967, 2518",15.566666666666666,66.9,29.7,Car,5.833333333333333,120.3,50.7,"Aircraft, Car",3.6666666666666665,Belgium,Switzerland,Western Europe,Western Europe,11.9,0.0,1.0,70.56666666666666,32.733333333333334,120.3,50.7,511.79783374489534
Brussels to Maribor,Brussels,Maribor,"{50.896393, 4.481941}","{46.561948, 15.657501}",29.9,19.5,"IC  2329, ICE   11, ICE 1621, ICE   91, 601, 4131, RE  4455",14.633333333333333,124.1,55.1,Car,10.833333333333334,249.0,104.7,"Aircraft, Car",6.783333333333333,Belgium,Slovenia,Western Europe,Eastern Europe,7.85,0.0,1.0,134.33333333333334,59.76666666666667,249.0,104.7,949.4239856662031
Brussels to Pisa,Brussels,Pisa,"{50.896393, 4.481941}","{10.398056, 43.708052}",48.9,33.7,"IC  2845, IC   522, 5005, RE 26809, ICE  513, ICE  275, EC    57, FR  9555, RV  4051",20.45,119.6,53.1,Car,10.433333333333334,244.5,102.6,"Aircraft, Car",6.05,Belgium,Italy,Western Europe,Southern Europe,14.399999999999999,0.0,1.0,137.66666666666666,63.13333333333333,244.5,102.6,5741.873303294004
Brussels to Edinburgh,Brussels,Edinburgh,"{50.896393, 4.481941}","{-3.186667, 55.949724}",45.3,30.3,"IC  1928, ES  9113, Transfer, ---",8.666666666666666,98.9,43.9,Car,8.633333333333333,140.0,58.8,"Aircraft, Car",3.1333333333333333,Belgium,United Kingdom,Western Europe,British Isles,5.533333333333333,0.0,1.0,94.73333333333333,44.333333333333336,140.0,58.8,7735.11749299948
Brussels to Cluj-Napoca,Brussels,Cluj-Napoca,"{50.896393, 4.481941}","{46.784997, 23.587218}",64.3,45.2,"IC  2333, ICE   15, ICE   29, RJX  261, IC   367, RE  4105",31.583333333333332,183.4,81.4,Car,14.45,223.9,94.1,"Aircraft, Car",6.483333333333333,Belgium,Romania,Western Europe,Eastern Europe,25.099999999999998,0.0,1.0,157.20000000000002,73.56666666666666,223.9,94.1,1466.1233185560213
Brussels to Split,Brussels,Split,"{50.896393, 4.481941}","{16.443059, 43.504725}",51.3,32.2,"IC  2339, ICE  317, ICE 1015, EN 40237, IC   523",29.666666666666668,152.4,67.7,Car,12.016666666666667,242.7,102.3,"Aircraft, Car",7.133333333333334,Belgium,Croatia,Western Europe,Eastern Europe,22.533333333333335,0.0,1.0,148.79999999999998,67.39999999999999,242.7,102.3,5159.397029794659
